0,1,2,3,4,5,6,7,8
市,区/县,周五(11月10日)白天,周五(11月10日)白天,周五(11月10日)白天,周五(11月10日)夜间,周五(11月10日)夜间,周五(11月10日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
济南,济南,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,长清,-,- -,-,雨夹雪,东北风 <3级,1,详情
济南,商河,-,- -,-,小雪,北风 <3级,-1,详情
济南,章丘,-,- -,-,雨夹雪,北风 <3级,0,详情
济南,平阴,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,济阳,-,- -,-,小雪,北风 <3级,-1,详情
济南,历下,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,市中,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,槐荫,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,天桥,-,- -,-,雨夹雪,北风 <3级,1,详情
济南,历城,-,- -,-,雨夹雪,北风 <3级,1,详情
青岛,青岛,-,- -,-,阴,北风 3-4级,4,详情
青岛,崂山,-,- -,-,阴,北风 3-4级,2,详情
青岛,市南,-,- -,-,阴,北风 3-4级,4,详情
青岛,即墨,-,- -,-,阴,北风 3-4级,2,详情
青岛,胶州,-,- -,-,阴,北风 3-4级,3,详情
青岛,黄岛,-,- -,-,阴,北风 3-4级,4,详情
青岛,莱西,-,- -,-,雨夹雪,北风 3-4级,2,详情
青岛,平度,-,- -,-,雨夹雪,北风 3-4级,2,详情
青岛,市北,-,- -,-,阴,北风 3-4级,4,详情
青岛,李沧,-,- -,-,阴,北风 3-4级,2,详情
青岛,城阳,-,- -,-,阴,北风 3-4级,2,详情
淄博,淄博,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,淄川,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,博山,-,- -,-,雨夹雪,北风 <3级,0,详情
淄博,高青,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,周村,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,沂源,-,- -,-,雨夹雪,北风 <3级,0,详情
淄博,桓台,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,临淄,-,- -,-,雨夹雪,北风 <3级,1,详情
淄博,张店,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,德州,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,武城,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,临邑,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,陵县,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,齐河,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,乐陵,-,- -,-,雨夹雪,西北风 <3级,1,详情
德州,庆云,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,平原,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,宁津,-,- -,-,雨夹雪,北风 <3级,0,详情
德州,夏津,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,禹城,-,- -,-,雨夹雪,东北风 <3级,1,详情
德州,德城,-,- -,-,雨夹雪,北风 <3级,1,详情
德州,陵城,-,- -,-,雨夹雪,北风 <3级,0,详情
烟台,烟台,-,- -,-,小雨,东北风 4-5级,3,详情
烟台,莱州,-,- -,-,雨夹雪,东北风 4-5级,2,详情
烟台,长岛,-,- -,-,小雨,东北风 4-5级,4,详情
烟台,蓬莱,-,- -,-,小雨,东北风 4-5级,3,详情
烟台,龙口,-,- -,-,小雨,东北风 4-5级,3,详情
烟台,招远,-,- -,-,雨夹雪,东北风 4-5级,2,详情
烟台,栖霞,-,- -,-,雨夹雪,东北风 4-5级,1,详情
烟台,福山,-,- -,-,雨夹雪,东北风 4-5级,2,详情
烟台,牟平,-,- -,-,小雨,东北风 4-5级,3,详情
烟台,莱阳,-,- -,-,雨夹雪,东北风 4-5级,1,详情
烟台,海阳,-,- -,-,雨夹雪,东北风 4-5级,2,详情
烟台,芝罘,-,- -,-,小雨,东北风 4-5级,3,详情
烟台,莱山,-,- -,-,小雨,东北风 4-5级,3,详情
潍坊,潍坊,-,- -,-,小雨,东北风 <3级,3,详情
潍坊,青州,-,- -,-,雨夹雪,西北风 <3级,1,详情
潍坊,寿光,-,- -,-,小雨,西北风 <3级,2,详情
潍坊,临朐,-,- -,-,雨夹雪,北风 <3级,1,详情
潍坊,昌乐,-,- -,-,小雨,西北风 <3级,2,详情
潍坊,昌邑,-,- -,-,小雨,东风 <3级,3,详情
潍坊,安丘,-,- -,-,雨夹雪,北风 <3级,2,详情
潍坊,高密,-,- -,-,雨夹雪,东北风 <3级,3,详情
潍坊,诸城,-,- -,-,雨夹雪,北风 <3级,2,详情
潍坊,潍城,-,- -,-,小雨,东北风 <3级,3,详情
潍坊,寒亭,-,- -,-,小雨,东北风 <3级,3,详情
潍坊,坊子,-,- -,-,小雨,东北风 <3级,3,详情
潍坊,奎文,-,- -,-,小雨,东北风 <3级,3,详情
济宁,济宁,-,- -,-,小雨,北风 <3级,3,详情
济宁,嘉祥,-,- -,-,小雨,北风 <3级,2,详情
济宁,微山,-,- -,-,小雨,东北风 <3级,5,详情
济宁,鱼台,-,- -,-,小雨,北风 3-4级,4,详情
济宁,兖州,-,- -,-,小雨,北风 <3级,3,详情
济宁,金乡,-,- -,-,小雨,东北风 <3级,3,详情
济宁,汶上,-,- -,-,小雨,北风 <3级,2,详情
济宁,泗水,-,- -,-,小雨,东北风 <3级,2,详情
济宁,梁山,-,- -,-,小雨,北风 <3级,2,详情
济宁,曲阜,-,- -,-,小雨,北风 <3级,3,详情
济宁,邹城,-,- -,-,小雨,东北风 <3级,3,详情
济宁,任城,-,- -,-,小雨,北风 <3级,3,详情
泰安,泰安,-,- -,-,雨夹雪,北风 <3级,1,详情
泰安,新泰,-,- -,-,雨夹雪,北风 <3级,2,详情
泰安,泰山,-,- -,-,雨夹雪,北风 <3级,1,详情
泰安,肥城,-,- -,-,雨夹雪,北风 <3级,1,详情
泰安,东平,-,- -,-,雨夹雪,北风 <3级,1,详情
泰安,宁阳,-,- -,-,小雨,北风 <3级,2,详情
泰安,岱岳,-,- -,-,雨夹雪,北风 <3级,1,详情
临沂,临沂,-,- -,-,阴,北风 <3级,4,详情
临沂,莒南,-,- -,-,阴,北风 <3级,4,详情
临沂,沂南,-,- -,-,阴,东北风 <3级,2,详情
临沂,兰陵,-,- -,-,阴,东北风 <3级,4,详情
临沂,临沭,-,- -,-,阴,北风 <3级,4,详情
临沂,郯城,-,- -,-,阴,东北风 <3级,4,详情
临沂,蒙阴,-,- -,-,雨夹雪,东北风 <3级,3,详情
临沂,平邑,-,- -,-,雨夹雪,北风 <3级,4,详情
临沂,费县,-,- -,-,阴,北风 <3级,4,详情
临沂,沂水,-,- -,-,小雨,北风 <3级,2,详情
临沂,兰山,-,- -,-,阴,北风 <3级,4,详情
临沂,罗庄,-,- -,-,阴,北风 <3级,4,详情
临沂,河东,-,- -,-,阴,北风 <3级,4,详情
菏泽,菏泽,-,- -,-,雨夹雪,北风 <3级,2,详情
菏泽,鄄城,-,- -,-,雨夹雪,北风 <3级,2,详情
菏泽,郓城,-,- -,-,雨夹雪,北风 <3级,2,详情
菏泽,东明,-,- -,-,雨夹雪,北风 <3级,2,详情
菏泽,定陶,-,- -,-,雨夹雪,北风 <3级,3,详情
菏泽,巨野,-,- -,-,雨夹雪,北风 <3级,2,详情
菏泽,曹县,-,- -,-,小雨,北风 <3级,3,详情
菏泽,成武,-,- -,-,小雨,北风 <3级,3,详情
菏泽,单县,-,- -,-,小雨,北风 <3级,4,详情
菏泽,牡丹,-,- -,-,雨夹雪,北风 <3级,2,详情
滨州,滨州,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,博兴,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,无棣,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,阳信,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,惠民,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,沾化,-,- -,-,雨夹雪,西北风 <3级,2,详情
滨州,邹平,-,- -,-,雨夹雪,西北风 <3级,1,详情
滨州,滨城,-,- -,-,雨夹雪,西北风 <3级,1,详情
东营,东营,-,- -,-,雨夹雪,西北风 <3级,2,详情
东营,河口,-,- -,-,雨夹雪,北风 <3级,2,详情
东营,垦利,-,- -,-,雨夹雪,西北风 <3级,2,详情
东营,利津,-,- -,-,雨夹雪,西北风 <3级,1,详情
东营,广饶,-,- -,-,雨夹雪,西北风 <3级,1,详情
威海,威海,-,- -,-,多云,北风 4-5级,3,详情
威海,文登,-,- -,-,多云,北风 4-5级,2,详情
威海,荣成,-,- -,-,多云,北风 4-5级,3,详情
威海,乳山,-,- -,-,多云,北风 4-5级,2,详情
威海,成山头,-,- -,-,多云,北风 5-6级,5,详情
威海,石岛,-,- -,-,多云,北风 4-5级,4,详情
威海,环翠,-,- -,-,多云,北风 4-5级,3,详情
枣庄,枣庄,-,- -,-,阴,东北风 <3级,4,详情
枣庄,薛城,-,- -,-,阴,东北风 <3级,5,详情
枣庄,峄城,-,- -,-,阴,东北风 <3级,4,详情
枣庄,台儿庄,-,- -,-,小雨,东北风 <3级,5,详情
枣庄,滕州,-,- -,-,小雨,东北风 <3级,4,详情
枣庄,市中,-,- -,-,阴,东北风 <3级,4,详情
枣庄,山亭,-,- -,-,小雨,东北风 <3级,4,详情
日照,日照,-,- -,-,雨夹雪,北风 3-4级,4,详情
日照,五莲,-,- -,-,雨夹雪,北风 <3级,2,详情
日照,莒县,-,- -,-,雨夹雪,北风 <3级,3,详情
日照,东港,-,- -,-,雨夹雪,北风 3-4级,4,详情
日照,岚山,-,- -,-,雨夹雪,北风 3-4级,4,详情
莱芜,莱芜,-,- -,-,雨夹雪,北风 <3级,1,详情
莱芜,莱城,-,- -,-,雨夹雪,北风 <3级,1,详情
莱芜,钢城,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,聊城,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,冠县,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,阳谷,-,- -,-,雨夹雪,东北风 <3级,1,详情
聊城,高唐,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,茌平,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,东阿,-,- -,-,雨夹雪,北风 <3级,2,详情
聊城,临清,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,东昌府,-,- -,-,雨夹雪,北风 <3级,1,详情
聊城,莘县,-,- -,-,雨夹雪,北风 <3级,1,详情
市,区/县,周六(11月11日)白天,周六(11月11日)白天,周六(11月11日)白天,周六(11月11日)夜间,周六(11月11日)夜间,周六(11月11日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
济南,济南,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,长清,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,商河,多云,北风 <3级,6,晴,北风 <3级,-4,详情
济南,章丘,多云,北风 <3级,6,晴,北风 <3级,-2,详情
济南,平阴,多云,北风 <3级,6,晴,北风 <3级,-1,详情
济南,济阳,多云,北风 <3级,6,晴,北风 <3级,-3,详情
济南,历下,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,市中,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,槐荫,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,天桥,多云,北风 <3级,6,晴,北风 <3级,0,详情
济南,历城,多云,北风 <3级,6,晴,北风 <3级,0,详情
青岛,青岛,阴,北风 3-4级,8,多云,北风 3-4级,4,详情
青岛,崂山,阴,北风 3-4级,7,多云,北风 3-4级,-1,详情
青岛,市南,阴,北风 3-4级,8,多云,北风 3-4级,4,详情
青岛,即墨,阴,北风 3-4级,8,多云,北风 3-4级,0,详情
青岛,胶州,阴,北风 3-4级,7,多云,北风 3-4级,1,详情
青岛,黄岛,阴,北风 3-4级,8,多云,北风 3-4级,2,详情
青岛,莱西,阴,北风 3-4级,6,多云,北风 3-4级,0,详情
青岛,平度,阴,北风 3-4级,5,多云,北风 3-4级,0,详情
青岛,市北,阴,北风 3-4级,8,多云,北风 3-4级,4,详情
青岛,李沧,阴,北风 3-4级,7,多云,北风 3-4级,-1,详情
青岛,城阳,阴,北风 3-4级,8,多云,北风 3-4级,0,详情
淄博,淄博,多云,北风 <3级,7,晴,西北风 <3级,-2,详情
淄博,淄川,多云,北风 <3级,5,晴,西北风 <3级,-3,详情
淄博,博山,雨夹雪,北风 <3级,4,晴,西北风 <3级,-4,详情
淄博,高青,多云,北风 <3级,7,晴,西北风 <3级,-2,详情
淄博,周村,多云,北风 <3级,6,晴,西北风 <3级,-2,详情
淄博,沂源,雨夹雪,北风 <3级,4,晴,西北风 <3级,-4,详情
淄博,桓台,多云,北风 <3级,7,晴,西北风 <3级,-2,详情
淄博,临淄,多云,北风 <3级,7,晴,西北风 <3级,-2,详情
淄博,张店,多云,北风 <3级,7,晴,西北风 <3级,-2,详情
德州,德州,晴,北风 <3级,6,晴,北风 <3级,-4,详情
德州,武城,晴,北风 <3级,6,晴,北风 <3级,-4,详情
德州,临邑,多云,西北风 <3级,6,晴,北风 <3级,-5,详情
德州,陵县,多云,北风 <3级,6,晴,北风 <3级,-5,详情
德州,齐河,多云,北风 <3级,6,晴,西北风 <3级,-4,详情
德州,乐陵,多云,北风 <3级,7,晴,北风 <3级,-4,详情
德州,庆云,多云,北风 <3级,7,晴,北风 <3级,-4,详情
德州,平原,晴,东北风 <3级,6,晴,北风 <3级,-5,详情
德州,宁津,多云,北风 <3级,7,晴,北风 <3级,-4,详情
德州,夏津,多云,东北风 <3级,6,晴,北风 <3级,-4,详情
德州,禹城,多云,北风 <3级,6,晴,北风 <3级,-4,详情
德州,德城,晴,北风 <3级,6,晴,北风 <3级,-4,详情
德州,陵城,多云,北风 <3级,7,晴,北风 <3级,-4,详情
烟台,烟台,小雨,北风 3-4级,6,小雨,西北风 3-4级,3,详情
烟台,莱州,雨夹雪,北风 3-4级,5,雨夹雪,西北风 3-4级,1,详情
烟台,长岛,小雨,北风 4-5级,7,小雨,西北风 4-5级,4,详情
烟台,蓬莱,小雨,北风 3-4级,7,小雨,西北风 3-4级,3,详情
烟台,龙口,雨夹雪,北风 3-4级,7,小雨,西北风 3-4级,3,详情
烟台,招远,雨夹雪,北风 3-4级,5,雨夹雪,西北风 3-4级,0,详情
烟台,栖霞,雨夹雪,北风 3-4级,4,多云,西北风 3-4级,-2,详情
烟台,福山,小雨,北风 3-4级,5,雨夹雪,西北风 3-4级,0,详情
烟台,牟平,小雨,北风 3-4级,6,小雨,西北风 3-4级,3,详情
烟台,莱阳,阴,北风 3-4级,7,多云,西北风 3-4级,0,详情
烟台,海阳,阴,北风 3-4级,6,晴,西北风 3-4级,-1,详情
烟台,芝罘,小雨,北风 3-4级,6,小雨,西北风 3-4级,3,详情
烟台,莱山,小雨,北风 3-4级,6,小雨,西北风 3-4级,3,详情
潍坊,潍坊,小雨,西北风 <3级,7,晴,西风 <3级,0,详情
潍坊,青州,多云,西北风 <3级,6,晴,西北风 <3级,-1,详情
潍坊,寿光,阴,西北风 <3级,7,晴,西风 <3级,-1,详情
潍坊,临朐,雨夹雪,北风 <3级,6,晴,西北风 <3级,-2,详情
潍坊,昌乐,阴,西北风 <3级,7,晴,西风 <3级,-1,详情
潍坊,昌邑,小雨,北风 <3级,6,多云,西风 <3级,1,详情
潍坊,安丘,小雨,西北风 <3级,7,多云,西北风 <3级,0,详情
潍坊,高密,多云,西北风 <3级,6,晴,西北风 <3级,1,详情
潍坊,诸城,阴,北风 <3级,7,晴,西北风 <3级,-1,详情
潍坊,潍城,小雨,西北风 <3级,7,晴,西风 <3级,0,详情
潍坊,寒亭,小雨,西北风 <3级,7,晴,西风 <3级,0,详情
潍坊,坊子,小雨,西北风 <3级,7,晴,西风 <3级,0,详情
潍坊,奎文,小雨,西北风 <3级,7,晴,西风 <3级,0,详情
济宁,济宁,多云,北风 <3级,7,晴,北风 <3级,-1,详情
济宁,嘉祥,多云,北风 <3级,7,晴,北风 <3级,-1,详情
济宁,微山,多云,西北风 <3级,7,晴,西北风 <3级,0,详情
济宁,鱼台,多云,西北风 <3级,9,晴,西北风 <3级,1,详情
济宁,兖州,多云,北风 <3级,8,晴,北风 <3级,-2,详情
济宁,金乡,多云,北风 <3级,8,晴,北风 <3级,-1,详情
济宁,汶上,多云,北风 <3级,7,晴,北风 <3级,-1,详情
济宁,泗水,多云,北风 <3级,7,晴,东北风 <3级,-3,详情
济宁,梁山,多云,北风 <3级,7,晴,北风 <3级,-1,详情
济宁,曲阜,多云,北风 <3级,8,晴,北风 <3级,-2,详情
济宁,邹城,多云,北风 <3级,7,晴,北风 <3级,-2,详情
济宁,任城,多云,北风 <3级,7,晴,北风 <3级,-1,详情
泰安,泰安,多云,北风 <3级,6,晴,北风 <3级,-3,详情
泰安,新泰,多云,北风 <3级,6,晴,北风 <3级,-3,详情
泰安,泰山,多云,北风 <3级,6,晴,北风 <3级,-3,详情
泰安,肥城,多云,北风 <3级,6,晴,北风 <3级,-3,详情
泰安,东平,多云,北风 <3级,6,晴,北风 <3级,-3,详情
泰安,宁阳,多云,北风 <3级,7,晴,北风 <3级,-2,详情
泰安,岱岳,多云,北风 <3级,6,晴,北风 <3级,-3,详情
临沂,临沂,多云,东北风 <3级,8,多云,北风 <3级,0,详情
临沂,莒南,多云,北风 <3级,8,多云,北风 <3级,0,详情
临沂,沂南,多云,东北风 <3级,7,多云,西北风 <3级,-2,详情
临沂,兰陵,多云,东北风 <3级,8,多云,北风 <3级,0,详情
临沂,临沭,多云,东北风 <3级,8,多云,北风 <3级,-1,详情
临沂,郯城,多云,东北风 <3级,8,多云,北风 <3级,0,详情
临沂,蒙阴,多云,北风 <3级,6,多云,西北风 <3级,-2,详情
临沂,平邑,多云,北风 <3级,8,多云,北风 <3级,-2,详情
临沂,费县,多云,东北风 <3级,7,多云,北风 <3级,-2,详情
临沂,沂水,多云,东北风 <3级,6,多云,西北风 <3级,-2,详情
临沂,兰山,多云,东北风 <3级,8,多云,北风 <3级,0,详情
临沂,罗庄,多云,东北风 <3级,8,多云,北风 <3级,0,详情
临沂,河东,多云,东北风 <3级,8,多云,北风 <3级,0,详情
菏泽,菏泽,多云,北风 <3级,7,晴,北风 <3级,-2,详情
菏泽,鄄城,多云,北风 <3级,7,多云,北风 <3级,-1,详情
菏泽,郓城,多云,北风 <3级,7,晴,北风 <3级,-1,详情
菏泽,东明,多云,北风 <3级,7,晴,北风 <3级,-1,详情
菏泽,定陶,多云,东北风 <3级,7,晴,北风 <3级,-2,详情
菏泽,巨野,多云,北风 <3级,7,晴,北风 <3级,0,详情
菏泽,曹县,小雨,东北风 <3级,8,晴,北风 <3级,-1,详情
菏泽,成武,阴,东北风 <3级,7,晴,北风 <3级,-1,详情
菏泽,单县,阴,北风 <3级,8,晴,北风 <3级,0,详情
菏泽,牡丹,多云,北风 <3级,7,晴,北风 <3级,-2,详情
滨州,滨州,多云,西北风 <3级,7,晴,西北风 <3级,-1,详情
滨州,博兴,多云,西北风 <3级,7,晴,西北风 <3级,-2,详情
滨州,无棣,多云,西北风 <3级,7,晴,西北风 <3级,-1,详情
滨州,阳信,多云,西北风 <3级,7,晴,西北风 <3级,-2,详情
滨州,惠民,多云,西北风 <3级,7,晴,西北风 <3级,-2,详情
滨州,沾化,多云,西北风 <3级,7,晴,西北风 <3级,-1,详情
滨州,邹平,多云,西北风 <3级,6,晴,西北风 <3级,-2,详情
滨州,滨城,多云,西北风 <3级,7,晴,西北风 <3级,-1,详情
东营,东营,多云,西北风 <3级,8,多云,西风 <3级,0,详情
东营,河口,多云,北风 <3级,7,多云,西北风 <3级,2,详情
东营,垦利,多云,北风 <3级,8,多云,西风 <3级,0,详情
东营,利津,多云,北风 <3级,8,多云,西北风 <3级,-1,详情
东营,广饶,阴,西北风 <3级,8,多云,西风 <3级,-2,详情
威海,威海,小雨,北风 4-5级,5,小雨,西北风 4-5级,3,详情
威海,文登,小雨,北风 4-5级,5,雨夹雪,西北风 4-5级,2,详情
威海,荣成,小雨,北风 4-5级,6,雨夹雪,西北风 4-5级,2,详情
威海,乳山,阴,北风 4-5级,6,阴,西北风 4-5级,-2,详情
威海,成山头,小雨,北风 4-5级,7,小雨,西北风 4-5级,5,详情
